"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Atelomastix tigrina","urn:lsid:biodiversity.org.au:afd.taxon:01041178-2cb5-4517-a60f-f3421cacd0da","Atelomastix tigrina","Iulomorphidae",,"striped atelomastix millipede","VU","Vulnerable"
"Thryptomene eremaea","https://id.biodiversity.org.au/node/apni/2908418","Thryptomene eremaea","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Darwinia wittwerorum","https://id.biodiversity.org.au/node/apni/2904703","Darwinia wittwerorum","Myrtaceae",,,"EN","Endangered"
"Eucalyptus rhodantha var. x petiolaris","https://id.biodiversity.org.au/node/apni/7900273","Eucalyptus rhodantha var. x petiolaris","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Dicrastylis mitchellii","https://id.biodiversity.org.au/node/apni/2895229","Dicrastylis mitchellii","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Myriocephalus nudus","https://id.biodiversity.org.au/node/apni/2917931","Myriocephalus nudus","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Persoonia brevirhachis","https://id.biodiversity.org.au/node/apni/2911717","Persoonia brevirhachis","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Pterostylis sinuata","https://id.biodiversity.org.au/name/apni/227716","Pterostylis sinuata","Orchidaceae",,,"CR","Critically endangered"
"Schoenus sp. Eneabba (F. Obbens & C. Godden I154)","ALA_Schoenus_sp_Eneabba_F_Obbens_C_Godden_I154","Schoenus sp. Eneabba (F. Obbens & C. Godden I154)",,,,"P2","Priority 2: Poorly-known species"
"Tetratheca harperi","https://id.biodiversity.org.au/node/apni/2896021","Tetratheca harperi","Elaeocarpaceae",,,"VU","Vulnerable"
"Tringa cinerea (Xenus cinereus)","ALA_Tringa_cinerea_Xenus_cinereus","Tringa cinerea (Xenus cinereus)",,,"Terek sandpiper","IA","Migratory birds protected under international agreement"
"Auranticarpa resinosa","https://id.biodiversity.org.au/node/apni/2905332","Auranticarpa resinosa","Pittosporaceae",,,"P1","Priority 1: Poorly-known species"
"Goodenia strangfordii","https://id.biodiversity.org.au/node/apni/2887563","Goodenia strangfordii","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. Youndegin Hill (A.S. George 15772)","https://id.biodiversity.org.au/node/apni/2896812","Baeckea sp. Youndegin Hill (A.S.George 15772)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Trianthema kimberleyi","https://id.biodiversity.org.au/node/apni/2897188","Trianthema kimberleyi","Aizoaceae",,,"P1","Priority 1: Poorly-known species"
"Tecticornia flabelliformis","https://id.biodiversity.org.au/node/apni/2902861","Tecticornia flabelliformis","Chenopodiaceae",,,"P1","Priority 1: Poorly-known species"
"Boronia crenulata var. angustifolia","https://id.biodiversity.org.au/node/apni/2904165","Boronia crenulata var. angustifolia","Rutaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Frankenia bracteata","https://id.biodiversity.org.au/node/apni/2891540","Frankenia bracteata","Frankeniaceae",,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. Lake Cronin (K.R. Newbey 9191)","https://id.biodiversity.org.au/node/apni/2902775","Baeckea sp. Lake Cronin (K.R.Newbey 9191)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Limnodromus semipalmatus","urn:lsid:biodiversity.org.au:afd.taxon:365b811c-3f30-4939-8b6b-68a6fa4c0f31","Limnodromus semipalmatus","Scolopacidae",,"Asian dowitcher","IA","Migratory birds protected under international agreement"
"Andersonia longifolia","https://id.biodiversity.org.au/node/apni/2888798","Andersonia longifolia","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Eriachne filiformis","https://id.biodiversity.org.au/node/apni/2891936","Eriachne filiformis","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Thomasia pygmaea","https://id.biodiversity.org.au/node/apni/2893031","Thomasia pygmaea","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Scholtzia sp. Bickley (W.H. Loaring s.n. PERTH 06165184)","https://id.biodiversity.org.au/node/apni/2886650","Scholtzia sp. Bickley (W.H.Loaring s.n. PERTH 06165184)","Myrtaceae",,,"EX","Presumed extinct"
"Hemigenia sp. Tallering (H. Pringle 3323)","https://id.biodiversity.org.au/node/apni/2909722","Hemigenia sp. Tallering (H.Pringle 3323)","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Andersonia sp. Mt Lesueur (E.A. Griffin 5536)","https://id.biodiversity.org.au/node/apni/2886041","Andersonia sp. Mt Lesueur (E.A.Griffin 5536)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Caladenia speciosa","https://id.biodiversity.org.au/name/apni/135921","Caladenia speciosa","Orchidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Daviesia debilior subsp. sinuans","https://id.biodiversity.org.au/node/apni/2898609","Daviesia debilior subsp. sinuans","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Persoonia hakeiformis","https://id.biodiversity.org.au/node/apni/7828725","Persoonia hakeiformis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Gonocarpus rudis","https://id.biodiversity.org.au/node/apni/2903598","Gonocarpus rudis","Haloragaceae",,,"P2","Priority 2: Poorly-known species"
"Hemigenia tysonii","https://id.biodiversity.org.au/node/apni/2902195","Hemigenia tysonii","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila purpurascens","https://id.biodiversity.org.au/node/apni/2909367","Eremophila purpurascens","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Microcorys longiflora","https://id.biodiversity.org.au/node/apni/2915302","Microcorys longiflora","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus steedmanii","https://id.biodiversity.org.au/node/apni/2887576","Eucalyptus steedmanii","Myrtaceae",,,"VU","Vulnerable"
"Helicteres sp. Mertens Falls (K.F. Kenneally 7887)","https://id.biodiversity.org.au/node/apni/2893070","Helicteres sp. Mertens Falls (K.F.Kenneally 7887)","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Isopogon latifolius","https://id.biodiversity.org.au/taxon/apni/51293471","Isopogon latifolius","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Kimboraga micromphala","urn:lsid:biodiversity.org.au:afd.taxon:ceec5297-5e88-40c6-a703-098f577488e7","Kimboraga micromphala","Camaenidae",,"a camaenid land snail","P2","Priority 2: Poorly-known species"
"Melaleuca oldfieldii","https://id.biodiversity.org.au/node/apni/2907218","Melaleuca oldfieldii","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Helicteres sp. Doongan (R.L. Barrett RLB 4951)","https://id.biodiversity.org.au/node/apni/2897540","Helicteres sp. Doongan (R.L.Barrett RLB 4951)","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Chamelaucium sp. Waychinicup (D. Davidson s.n. PERTH 01486527)","https://id.biodiversity.org.au/node/apni/2887731","Chamelaucium sp. Waychinicup (D.Davidson s.n. PERTH 01486527)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia flabellifolia","https://id.biodiversity.org.au/node/apni/2910455","Acacia flabellifolia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Chamelaucium sp. S coastal plain (R.D.Royce 4872)","https://id.biodiversity.org.au/taxon/apni/51289346","Chamelaucium sp. S coastal plain (R.D.Royce 4872)","Myrtaceae",,,"VU","Vulnerable"
"Spirogardnera rubescens","https://id.biodiversity.org.au/node/apni/2920958","Spirogardnera rubescens","Santalaceae",,,"VU","Vulnerable"
"Amytornis striatus striatus","urn:lsid:biodiversity.org.au:afd.taxon:536991e9-8641-4d90-823b-deefc051a96f","Amytornis (Magnamytis) striatus striatus","Maluridae",,"striated grasswren","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Boronia acanthoclada","https://id.biodiversity.org.au/node/apni/2893991","Boronia acanthoclada","Rutaceae",,,"P2","Priority 2: Poorly-known species"
"Heliotropium nesopelydum","https://id.biodiversity.org.au/node/apni/2886050","Heliotropium nesopelydum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus newbeyi","https://id.biodiversity.org.au/node/apni/2917734","Eucalyptus newbeyi","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Chamelaucium sp. Dryandra (D. Rose 446)","https://id.biodiversity.org.au/node/apni/2894679","Chamelaucium sp. Dryandra (D.Rose 446)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Grevillea rogersoniana","https://id.biodiversity.org.au/node/apni/2904692","Grevillea rogersoniana","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus x missilis","https://id.biodiversity.org.au/node/apni/2892006","Eucalyptus x missilis","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Salacia chinensis","https://id.biodiversity.org.au/node/apni/2895465","Salacia chinensis","Celastraceae",,,"P1","Priority 1: Poorly-known species"
"Myoporum cordifolium","https://id.biodiversity.org.au/node/apni/2892610","Myoporum cordifolium","Scrophulariaceae",,,"EN","Endangered"
"Ideoblothrus linnaei","urn:lsid:biodiversity.org.au:afd.taxon:e82373a0-3468-43d1-be38-39cd5d4b4996","Ideoblothrus linnaei","Syarinidae",,"a pseudoscorpion","P1","Priority 1: Poorly-known species"
"Persoonia spathulata","https://id.biodiversity.org.au/node/apni/2886721","Persoonia spathulata","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Utricularia tubulata","https://id.biodiversity.org.au/node/apni/2907781","Utricularia tubulata","Lentibulariaceae",,,"P1","Priority 1: Poorly-known species"
"Borya sp. Synnot Range (M.D. Barrett MDB 444)","https://id.biodiversity.org.au/name/apni/50727462","Borya sp. Synnot Range (M.D.Barrett MDB 444)","Boryaceae",,,"P1","Priority 1: Poorly-known species"
"Tecticornia entrichoma","https://id.biodiversity.org.au/node/apni/2896742","Tecticornia entrichoma","Chenopodiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stylidium exappendiculatum","https://id.biodiversity.org.au/node/apni/7987657","Stylidium exappendiculatum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia helichrysantha","https://id.biodiversity.org.au/node/apni/2905661","Verticordia helichrysantha","Myrtaceae",,,"VU","Vulnerable"
"Banksia splendida subsp. splendida","https://id.biodiversity.org.au/node/apni/2916008","Banksia splendida subsp. splendida","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Gyrostemon sp. Bolgart (C.A. Gardner 8700)","https://id.biodiversity.org.au/node/apni/2907542","Gyrostemon sp. Bolgart (C.A.Gardner 8700)","Gyrostemonaceae",,,"P1","Priority 1: Poorly-known species"
"Hibbertia hamata","https://id.biodiversity.org.au/node/apni/2907092","Hibbertia hamata","Dilleniaceae",,,"P3","Priority 3: Poorly-known species"
"Decaisnina brittenii subsp. speciosa","https://id.biodiversity.org.au/node/apni/2903965","Decaisnina brittenii subsp. speciosa","Loranthaceae",,,"P2","Priority 2: Poorly-known species"
"Banksia plumosa subsp. denticulata","https://id.biodiversity.org.au/node/apni/2915995","Banksia plumosa subsp. denticulata","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Telmatoblechnum indicum","https://id.biodiversity.org.au/taxon/apni/51269533","Telmatoblechnum indicum","Blechnaceae",,,"P1","Priority 1: Poorly-known species"
"Tecticornia papillata","https://id.biodiversity.org.au/node/apni/2904085","Tecticornia papillata","Chenopodiaceae",,,"P1","Priority 1: Poorly-known species"
"Androcalva bivillosa","https://id.biodiversity.org.au/node/apni/2910929","Androcalva bivillosa","Malvaceae",,,"CR","Critically endangered"
"Rumex crystallinus","https://id.biodiversity.org.au/node/apni/2917206","Rumex crystallinus","Polygonaceae",,,"P2","Priority 2: Poorly-known species"
"Millotia steetziana","https://id.biodiversity.org.au/node/apni/2910563","Millotia steetziana","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Lambertia rariflora subsp. lutea","https://id.biodiversity.org.au/node/apni/2897033","Lambertia rariflora subsp. lutea","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila annosocaulis","https://id.biodiversity.org.au/node/apni/2915100","Eremophila annosocaulis","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Fimbristylis helicophylla","https://id.biodiversity.org.au/name/apni/4942516","Fimbristylis helicophylla","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Chamelaucium sp. Koolyanobbing (V. Clarke 644)","https://id.biodiversity.org.au/node/apni/2909145","Chamelaucium sp. Koolyanobbing (V.Clarke 644)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia fuscobractea","https://id.biodiversity.org.au/node/apni/2903345","Banksia fuscobractea","Proteaceae",,,"CR","Critically endangered"
"Thelymitra yorkensis","https://id.biodiversity.org.au/name/apni/204258","Thelymitra yorkensis","Orchidaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia graciliformis","https://id.biodiversity.org.au/node/apni/2895154","Acacia graciliformis","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia fraseri var. oxycedra","https://id.biodiversity.org.au/node/apni/2897405","Banksia fraseri var. oxycedra","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium lithophilum","https://id.biodiversity.org.au/taxon/apni/51294377","Stylidium lithophilum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Craterocephalus helenae","urn:lsid:biodiversity.org.au:afd.taxon:aaadf44b-9ad4-4782-a5ee-765f16adac5a","Craterocephalus helenae","Atherinidae",,"Drysdale hardyhead","P2","Priority 2: Poorly-known species"
"Beaufortia bicolor","https://id.biodiversity.org.au/taxon/apni/51288823","Beaufortia bicolor","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus stoatei","https://id.biodiversity.org.au/node/apni/2912639","Eucalyptus stoatei","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Fimbristylis sieberiana","https://id.biodiversity.org.au/node/apni/2887706","Fimbristylis sieberiana","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila rostrata subsp. rostrata","https://id.biodiversity.org.au/node/apni/2891454","Eremophila rostrata subsp. rostrata","Scrophulariaceae",,,"CR","Critically endangered"
"Conostephium marchantiorum","https://id.biodiversity.org.au/node/apni/2907246","Conostephium marchantiorum","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Lythrum paradoxum","https://id.biodiversity.org.au/node/apni/2892063","Lythrum paradoxum","Lythraceae",,,"P3","Priority 3: Poorly-known species"
"Pseudomys australis","urn:lsid:biodiversity.org.au:afd.taxon:87497f45-a52b-4ee2-9472-8566cfdce22a","Pseudomys australis","Muridae",,"plains rat, palyoora","VU","Vulnerable"
"Kunzea salina","https://id.biodiversity.org.au/node/apni/2914093","Kunzea salina","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Olearia arguta var. glabrous narrow leaves (E.M. Goble-Garratt 610)","https://id.biodiversity.org.au/node/apni/2919237","Olearia arguta var. glabrous narrow leaves (E.M.Goble-Garratt 610)","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Darwinia sp. Peak Charles (A.S. George 10627)","https://id.biodiversity.org.au/node/apni/2892360","Darwinia sp. Peak Charles (A.S.George 10627)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia woodmaniorum","https://id.biodiversity.org.au/node/apni/2920838","Acacia woodmaniorum","Fabaceae",,,"VU","Vulnerable"
"Eucalyptus mimica subsp. continens","https://id.biodiversity.org.au/taxon/apni/51289946","Eucalyptus mimica subsp. continens","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia aphylla","https://id.biodiversity.org.au/node/apni/2913504","Acacia aphylla","Fabaceae",,,"VU","Vulnerable"
"Mirbelia densiflora","https://id.biodiversity.org.au/node/apni/2917750","Mirbelia densiflora","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Micraira sp. Purnululu (M.D. Barrett & R.L. Barrett 1507)","https://id.biodiversity.org.au/node/apni/2886802","Micraira sp. Purnululu (M.D.Barrett and R.L.Barrett 1507)","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Utricularia westonii","https://id.biodiversity.org.au/node/apni/2914043","Utricularia westonii","Lentibulariaceae",,,"P2","Priority 2: Poorly-known species"
"Rhodanthe frenchii","https://id.biodiversity.org.au/node/apni/2904245","Rhodanthe frenchii","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Kunzea newbeyi","https://id.biodiversity.org.au/node/apni/2901284","Kunzea newbeyi","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Hybanthus cymulosus","https://id.biodiversity.org.au/node/apni/2911405","Hybanthus cymulosus","Violaceae",,,"CR","Critically endangered"
"Arbanitis inornatus","urn:lsid:biodiversity.org.au:afd.taxon:c8657c94-99b5-4c9d-8ac9-154c07cbc056","Cataxia maculata","Idiopidae",,"a trapdoor spider","P1","Priority 1: Poorly-known species"
"Banksia wonganensis","https://id.biodiversity.org.au/node/apni/2899459","Banksia wonganensis","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Banksia splendida subsp. macrocarpa","https://id.biodiversity.org.au/node/apni/2899162","Banksia splendida subsp. macrocarpa","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium stipulare","https://id.biodiversity.org.au/node/apni/2904153","Gastrolobium stipulare","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Goodenia virgata","https://id.biodiversity.org.au/node/apni/2915380","Goodenia virgata","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Stylidium diplotrichum","https://id.biodiversity.org.au/node/apni/2903362","Stylidium diplotrichum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon maritimus","https://id.biodiversity.org.au/node/apni/2887448","Leucopogon maritimus","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Scaevola kallophylla","https://id.biodiversity.org.au/node/apni/2894409","Scaevola kallophylla","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea prostrata","https://id.biodiversity.org.au/node/apni/2894757","Grevillea prostrata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea cravenii","https://id.biodiversity.org.au/node/apni/2907799","Grevillea cravenii","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Thryptomene sp. Eagle Gorge (A.G. Gunness 2360)","https://id.biodiversity.org.au/node/apni/2908958","Thryptomene sp. Eagle Gorge (A.G.Gunness 2360)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Hibbertia helianthemoides","https://id.biodiversity.org.au/node/apni/2890026","Hibbertia helianthemoides","Dilleniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Hibbertia leptopus","https://id.biodiversity.org.au/node/apni/2892663","Hibbertia leptopus","Dilleniaceae",,,"P2","Priority 2: Poorly-known species"
"Seringia saxatilis","https://id.biodiversity.org.au/taxon/apni/51288623","Seringia saxatilis","Malvaceae",,,"P2","Priority 2: Poorly-known species"
"Hibbertia glomerata subsp. ginginensis","https://id.biodiversity.org.au/node/apni/2899825","Hibbertia glomerata subsp. ginginensis","Dilleniaceae",,,"P1","Priority 1: Poorly-known species"
"Microcorys sp. Forrestania (V. English 2004)","ALA_Microcorys_sp_Forrestania_V_English_2004","Microcorys sp. Forrestania (V. English 2004)",,,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Andersonia echinocephala","https://id.biodiversity.org.au/node/apni/2906128","Andersonia echinocephala","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Baeckea sp. Hyden (J.M. Brown 141)","https://id.biodiversity.org.au/node/apni/2903675","Baeckea sp. Hyden (J.M.Brown 141)","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium pulchellum","https://id.biodiversity.org.au/node/apni/2901857","Gastrolobium pulchellum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Calytrix gomphrenoides","https://id.biodiversity.org.au/node/apni/2887219","Calytrix gomphrenoides","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Xanthoparmelia darlingensis","https://id.biodiversity.org.au/name/apni/121805","Xanthoparmelia darlingensis","Parmeliaceae",,,"P1","Priority 1: Poorly-known species"
"Levenhookia pulcherrima","https://id.biodiversity.org.au/node/apni/2896794","Levenhookia pulcherrima","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Hakea aculeata","https://id.biodiversity.org.au/node/apni/2919508","Hakea aculeata","Proteaceae",,,"EN","Endangered"
"Hyalosperma stoveae","https://id.biodiversity.org.au/node/apni/2890578","Hyalosperma stoveae","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon allittii","https://id.biodiversity.org.au/node/apni/2890485","Leucopogon allittii","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila rigens","https://id.biodiversity.org.au/node/apni/2905738","Eremophila rigens","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Drummondita ericoides","https://id.biodiversity.org.au/node/apni/2896765","Drummondita ericoides","Rutaceae",,,"VU","Vulnerable"
"Caladenia procera","https://id.biodiversity.org.au/node/apni/2890963","Caladenia procera","Orchidaceae",,,"CR","Critically endangered"
"Acacia vittata","https://id.biodiversity.org.au/node/apni/2902005","Acacia vittata","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Dicrastylis micrantha","https://id.biodiversity.org.au/node/apni/2904952","Dicrastylis micrantha","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Amyema pyriformis","https://id.biodiversity.org.au/node/apni/2913863","Amyema pyriformis","Loranthaceae",,,"P1","Priority 1: Poorly-known species"
"Synaphea decumbens","https://id.biodiversity.org.au/node/apni/2915903","Synaphea decumbens","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Persoonia brachystylis","https://id.biodiversity.org.au/node/apni/2892119","Persoonia brachystylis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Caladenia validinervia","https://id.biodiversity.org.au/name/apni/3926026","Caladenia validinervia","Orchidaceae",,,"P1","Priority 1: Poorly-known species"
"Vittadinia sp. Coondewanna Flats (S. van Leeuwen 4684)","https://id.biodiversity.org.au/node/apni/2913283","Vittadinia sp. Coondewanna Flats (S.van Leeuwen 4684)","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. Sandstone (C.A. Gardner s.n. 26 Oct. 1963)","https://id.biodiversity.org.au/node/apni/2901973","Baeckea sp. Sandstone (C.A.Gardner s.n., 26 Oct. 1963)","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia semicircinalis","https://id.biodiversity.org.au/node/apni/2897202","Acacia semicircinalis","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Pentalepis walcottii","https://id.biodiversity.org.au/node/apni/7054784","Pentalepis walcottii","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus formanii","https://id.biodiversity.org.au/node/apni/2907081","Eucalyptus formanii","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Acacia dura","https://id.biodiversity.org.au/node/apni/2917897","Acacia dura","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Bentleya diminuta","https://id.biodiversity.org.au/node/apni/2903085","Bentleya diminuta","Pittosporaceae",,,"P2","Priority 2: Poorly-known species"
"Austroassiminea letha","urn:lsid:biodiversity.org.au:afd.taxon:1a73eed0-65e0-4459-8427-42d9225bb6cf","Austroassiminea letha","Assimineidae",,"Cape Leeuwin freshwater snail","VU","Vulnerable"
"Gymnanthera cunninghamii","https://id.biodiversity.org.au/node/apni/2918805","Gymnanthera cunninghamii","Apocynaceae",,,"P3","Priority 3: Poorly-known species"
"Aipysurus apraefrontalis","urn:lsid:biodiversity.org.au:afd.taxon:7c72d745-9d0e-441d-ac7e-c55ff73b0f99","Aipysurus apraefrontalis","Elapidae",,"short-nosed seasnake","CR","Critically endangered"
"Gunniopsis divisa","https://id.biodiversity.org.au/node/apni/2911406","Gunniopsis divisa","Aizoaceae",,,"P3","Priority 3: Poorly-known species"
"Fimbristylis subaristata","https://id.biodiversity.org.au/node/apni/2909186","Fimbristylis subaristata","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Rhynchosia bungarensis","https://id.biodiversity.org.au/node/apni/2896446","Rhynchosia bungarensis","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Ardea ibis","urn:lsid:biodiversity.org.au:afd.taxon:4d70c7c0-1d4a-41c5-90d4-93871cbf2a3c","Ardea (Bubulcus) ibis","Ardeidae",,"cattle egret","IA","Migratory birds protected under international agreement"
"Tetratheca sp. Granite (S. Patrick SP1224)","https://id.biodiversity.org.au/node/apni/2890188","Tetratheca sp. Granite (S.Patrick SP1224)","Elaeocarpaceae",,,"P3","Priority 3: Poorly-known species"
"Goodenia crenata","https://id.biodiversity.org.au/node/apni/2892809","Goodenia crenata","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Drosera x sidjamesii","https://id.biodiversity.org.au/node/apni/2891662","Drosera x sidjamesii","Droseraceae",,,"P1","Priority 1: Poorly-known species"
"Paspalidium distans","https://id.biodiversity.org.au/node/apni/2903157","Paspalidium distans","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Bungalbin Hill (B.J. Lepschi & L.A. Craven 4586)","https://id.biodiversity.org.au/node/apni/2903711","Baeckea sp. Bungalbin Hill (B.J.Lepschi & L.A.Craven 4586)","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Dillwynia dillwynioides","https://id.biodiversity.org.au/node/apni/2897770","Dillwynia dillwynioides","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Tampia Hill (J.C. Anway 327)","ALA_Baeckea_sp_Tampia_Hill_J_C_Anway_327","Baeckea sp. Tampia Hill (J.C. Anway 327)",,,,"P1","Priority 1: Poorly-known species"
"Triodia sp. Karijini (S. van Leeuwen 4111)","https://id.biodiversity.org.au/node/apni/2909303","Triodia sp. Karijini (S.van Leeuwen 4111)","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Chamelaucium sp. Tenindewa (F. Lullfitz L 3219)","https://id.biodiversity.org.au/taxon/apni/51289337","Chamelaucium sp. Tenindewa (F.Lullfitz L 3219)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Ardea modesta","urn:lsid:biodiversity.org.au:afd.taxon:f01d2520-d55e-441d-89a4-33323ee5f0b8","Ardea (Casmerodius) modesta","Ardeidae",,"great egret, white egret","IA","Migratory birds protected under international agreement"
"Sterna sumatrana","urn:lsid:biodiversity.org.au:afd.taxon:a1add5ad-814e-42f3-8c91-868fff1d83bc","Sterna (Gygisterna) sumatrana","Laridae",,"black-naped Tern","IA","Migratory birds protected under international agreement"
"Darwinia polycephala","https://id.biodiversity.org.au/node/apni/2915867","Darwinia polycephala","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Calyptorhynchus latirostris","urn:lsid:biodiversity.org.au:afd.taxon:c94b401b-2889-4e72-9d05-53b3804b9503","Calyptorhynchus (Zanda) latirostris","Cacatuidae",,"Carnaby's cockatoo","EN","Endangered"
"Caladenia busselliana","https://id.biodiversity.org.au/node/apni/2905825","Caladenia busselliana","Orchidaceae",,,"CR","Critically endangered"
"Hydrocotyle sp. Vigintimilia (P.G. Wilson 7940)","https://id.biodiversity.org.au/node/apni/2915078","Hydrocotyle sp. Vigintimilia (P.G.Wilson 7940)","Araliaceae",,,"P1","Priority 1: Poorly-known species"
