"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Rhacocarpus rehmannianus var. webbianus","https://id.biodiversity.org.au/instance/ausmoss/10109126","Rhacocarpus rehmannianus var. webbianus","Rhacocarpaceae",,,"CR","Critically endangered"
"Xanthosia tomentosa","https://id.biodiversity.org.au/node/apni/2892813","Xanthosia tomentosa","Apiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Thalassarche salvini","urn:lsid:biodiversity.org.au:afd.taxon:39c1c71b-71ec-497a-8f1d-afb0d57158d1","Thalassarche salvini","Diomedeidae",,"Salvin's albatross","VU & IA","Vulnerable and Migratory birds protected under international agreement"
"Ogyris subterrestris petrina","urn:lsid:biodiversity.org.au:afd.taxon:4333e889-2c9c-4bc8-8f4a-bd9d1fabcac9","Ogyris subterrestris petrina","Lycaenidae",,"arid bronze azure butterfly","CR","Critically endangered"
"Helicteres sp. Mt Shadforth (I.R. Telford 11609)","https://id.biodiversity.org.au/node/apni/2889359","Helicteres sp. Mt Shadforth (I.R.Telford 11609)","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Melaleuca macronychia subsp. trygonoides","https://id.biodiversity.org.au/node/apni/2904308","Melaleuca macronychia subsp. trygonoides","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia sp. Edgar Range (S.D. Hopper 1763)","https://id.biodiversity.org.au/node/apni/2912294","Acacia sp. Edgar Range (S.D.Hopper 1763)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235)","ALA_Acacia_sp_Muggon_Station_S_Patrick_D_Edinger_SP_3235","Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235)",,,,"P2","Priority 2: Poorly-known species"
"Melaleuca ochroma","https://id.biodiversity.org.au/node/apni/2896499","Melaleuca ochroma","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Glycine falcata","https://id.biodiversity.org.au/node/apni/2892061","Glycine falcata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Scleria sp. C Kimberley Flora (K.F. Kenneally 4873)","https://id.biodiversity.org.au/node/apni/2917269","Scleria sp. C Kimberley Flora (K.F.Kenneally 4873)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon florulentus","https://id.biodiversity.org.au/node/apni/2891311","Leucopogon florulentus","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Platytheca sp. Sabina (G.J. & B.J. Keighery 295)","https://id.biodiversity.org.au/node/apni/2899174","Platytheca sp. Sabina (G.J. & B.J.Keighery 295)","Elaeocarpaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea tripartita","https://id.biodiversity.org.au/node/apni/2905653","Synaphea tripartita","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Calidris minuta","urn:lsid:biodiversity.org.au:afd.taxon:5b293a18-eea5-477f-803b-1e2e8d5c840a","Calidris (Ereunetes) minuta","Scolopacidae",,"little stint","IA","Migratory birds protected under international agreement"
"Triodia celsa","https://id.biodiversity.org.au/name/apni/4917884","Triodia celsa","Poaceae",,,"P2","Priority 2: Poorly-known species"
"Calothamnus graniticus subsp. graniticus","https://id.biodiversity.org.au/taxon/apni/51289055","Calothamnus graniticus subsp. graniticus","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Gastrolobium tergiversum","https://id.biodiversity.org.au/node/apni/2900022","Gastrolobium tergiversum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Pseudocheirus occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:df5c846f-14a9-4f0a-93f4-92710cdb4cd7","Pseudocheirus occidentalis","Pseudocheiridae",,"western ringtail possum, ngwayir","CR","Critically endangered"
"Beyeria rostellata","https://id.biodiversity.org.au/node/apni/2899929","Beyeria rostellata","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
"Hydrocotyle sp. Hamelinensis (G.J. Keighery s.n. PERTH 02391325)","https://id.biodiversity.org.au/node/apni/2893323","Hydrocotyle sp. Hamelinensis (G.J.Keighery s.n. (PERTH 02391325))","Araliaceae",,,"P2","Priority 2: Poorly-known species"
"Glycine pindanica","https://id.biodiversity.org.au/node/apni/2917552","Glycine pindanica","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Solanum carduiforme","https://id.biodiversity.org.au/node/apni/2897000","Solanum carduiforme","Solanaceae",,,"P2","Priority 2: Poorly-known species"
"Desmocladus eyreanus","https://id.biodiversity.org.au/taxon/apni/51293712","Desmocladus eyreanus","Restionaceae",,,"P2","Priority 2: Poorly-known species"
"Frankenia parvula","https://id.biodiversity.org.au/node/apni/2906237","Frankenia parvula","Frankeniaceae",,,"EN","Endangered"
"Sphaerolobium validum","https://id.biodiversity.org.au/node/apni/2910856","Sphaerolobium validum","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Pentalepis trichodesmoides subsp. hispida","https://id.biodiversity.org.au/node/apni/7053398","Pentalepis trichodesmoides subsp. hispida","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Glycine pullenii","https://id.biodiversity.org.au/node/apni/2891739","Glycine pullenii","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Calotis squamigera","https://id.biodiversity.org.au/node/apni/2898764","Calotis squamigera","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Olearia mucronata","https://id.biodiversity.org.au/node/apni/2913501","Olearia mucronata","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia multiflora subsp. solox","https://id.biodiversity.org.au/node/apni/2913557","Verticordia multiflora subsp. solox","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Tetratheca nephelioides","https://id.biodiversity.org.au/node/apni/2890511","Tetratheca nephelioides","Elaeocarpaceae",,,"EN","Endangered"
"Kimboraga yammerana","urn:lsid:biodiversity.org.au:afd.taxon:5fc4d9df-6c90-49f3-b657-d1ce92830fd5","Kimboraga yammerana","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Acacia burrowsiana","https://id.biodiversity.org.au/node/apni/2901254","Acacia burrowsiana","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium weeliwolli","https://id.biodiversity.org.au/node/apni/2890516","Stylidium weeliwolli","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Amanita wadjukiorum","73638281-6698-485f-a4d4-ac9e6fbfb599","Amanita wadjukiorum","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon borealis","https://id.biodiversity.org.au/node/apni/2906544","Leucopogon borealis","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea polypodioides","https://id.biodiversity.org.au/node/apni/2890393","Synaphea polypodioides","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Caladenia barbarella","https://id.biodiversity.org.au/node/apni/2895878","Caladenia barbarella","Orchidaceae",,,"EN","Endangered"
"Drosera kenneallyi","https://id.biodiversity.org.au/node/apni/2890455","Drosera kenneallyi","Droseraceae",,,"P1","Priority 1: Poorly-known species"
"Acacia incanicarpa","https://id.biodiversity.org.au/node/apni/2916119","Acacia incanicarpa","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Coopernookia georgei","https://id.biodiversity.org.au/node/apni/2907729","Coopernookia georgei","Goodeniaceae",,,"EN","Endangered"
"Acacia phacelia","https://id.biodiversity.org.au/node/apni/2919771","Acacia phacelia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Adenanthos pungens subsp. effusus","https://id.biodiversity.org.au/node/apni/2912273","Adenanthos pungens subsp. effusus","Proteaceae",,,"CR","Critically endangered"
"Solanum kentrocaule","https://id.biodiversity.org.au/node/apni/7971441","Solanum kentrocaule","Solanaceae",,,"P3","Priority 3: Poorly-known species"
"Hensmania stoniella","https://id.biodiversity.org.au/node/apni/2888925","Hensmania stoniella","Hemerocallidaceae",,,"P3","Priority 3: Poorly-known species"
"Lerista separanda","urn:lsid:biodiversity.org.au:afd.taxon:839fa3b9-60f0-496a-9c7a-20c0a76077d4","Lerista separanda","Scincidae",,"a skink","P2","Priority 2: Poorly-known species"
"Drosera gibsonii","https://id.biodiversity.org.au/node/apni/2917197","Drosera gibsonii","Droseraceae",,,"P2","Priority 2: Poorly-known species"
"Stylidium longitubum","https://id.biodiversity.org.au/node/apni/2919505","Stylidium longitubum","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eucalyptus relicta","https://id.biodiversity.org.au/node/apni/2911101","Eucalyptus relicta","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Triumfetta mitchellii","https://id.biodiversity.org.au/node/apni/2910505","Triumfetta mitchellii","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Thysanotus brevifolius","https://id.biodiversity.org.au/node/apni/2911653","Thysanotus brevifolius","Asparagaceae",,,"P2","Priority 2: Poorly-known species"
"Frankenia conferta","https://id.biodiversity.org.au/node/apni/2898114","Frankenia conferta","Frankeniaceae",,,"VU","Vulnerable"
"Trithuria polybracteata","https://id.biodiversity.org.au/node/apni/2918284","Trithuria polybracteata","Hydatellaceae",,,"P1","Priority 1: Poorly-known species"
"Selaginella pygmaea","https://id.biodiversity.org.au/node/apni/2896452","Selaginella pygmaea","Selaginellaceae",,,"P2","Priority 2: Poorly-known species"
"Dysphania congestiflora","https://id.biodiversity.org.au/taxon/apni/51270518","Dysphania congestiflora","Chenopodiaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila prolata","https://id.biodiversity.org.au/node/apni/2908490","Eremophila prolata","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Kunzea acicularis","https://id.biodiversity.org.au/node/apni/2901978","Kunzea acicularis","Myrtaceae",,,"VU","Vulnerable"
"Synaphea nexosa","https://id.biodiversity.org.au/node/apni/2904700","Synaphea nexosa","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Calandrinia dielsii","https://id.biodiversity.org.au/node/apni/2901589","Calandrinia dielsii","Portulacaceae",,,"P2","Priority 2: Poorly-known species"
"Lechenaultia galactites","https://id.biodiversity.org.au/node/apni/2916260","Lechenaultia galactites","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Conostylis sp. Eneabba (M. Hislop 3864)","https://id.biodiversity.org.au/taxon/apni/51287298","Conostylis sp. Eneabba (M.Hislop 3864)","Haemodoraceae",,,"P2","Priority 2: Poorly-known species"
"Spermacoce sp. Berthier Dunes (R.L. Barrett RLB 5753)","https://id.biodiversity.org.au/node/apni/2889513","Spermacoce sp. Berthier Dunes (R.L.Barrett RLB 5753)","Rubiaceae",,,"P3","Priority 3: Poorly-known species"
"Gonocarpus simplex","https://id.biodiversity.org.au/node/apni/2890491","Gonocarpus simplex","Haloragaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Pterostylis macrocalymma","https://id.biodiversity.org.au/name/apni/74952","Pterostylis macrocalymma","Orchidaceae",,,"P1","Priority 1: Poorly-known species"
"Scleria levis","https://id.biodiversity.org.au/node/apni/2906912","Scleria levis","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Zornia areolata","https://id.biodiversity.org.au/node/apni/2921273","Zornia areolata","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Micraira brevis subsp. Theda (M.D. Barrett 1505)","ALA_Micraira_brevis_subsp_Theda_M_D_Barrett_1505","Micraira brevis subsp. Theda (M.D. Barrett 1505)",,,,"P2","Priority 2: Poorly-known species"
"Zephyrarchaea mainae","urn:lsid:biodiversity.org.au:afd.taxon:12b97d5e-1e5b-4215-880f-0a291d029efd","Zephyrarchaea mainae","Archaeidae",,"Main's assassin spider","VU","Vulnerable"
"Baeckea sp. Mt Glasse (P.G. Wilson 5717)","https://id.biodiversity.org.au/node/apni/2909022","Baeckea sp. Mt Glasse (P.G.Wilson 5717)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea costata","https://id.biodiversity.org.au/node/apni/2900561","Grevillea costata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Pseudonaja affinis tanneri","urn:lsid:biodiversity.org.au:afd.taxon:98de06bb-435c-4e66-8e11-055aa6da99f0","Pseudonaja affinis tanneri","Elapidae",,"pygmy dugite","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Arthropodium sp. Yenyenning (G.J. Keighery & N. Gibson 2957)","ALA_Arthropodium_sp_Yenyenning_G_J_Keighery_N_Gibson_2957","Arthropodium sp. Yenyenning (G.J. Keighery & N. Gibson 2957)",,,,"P1","Priority 1: Poorly-known species"
"Daviesia uncinata","https://id.biodiversity.org.au/node/apni/2902742","Daviesia uncinata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eryngium pinnatifidum subsp. Umbraphilum (G.J. Keighery 13967)","https://id.biodiversity.org.au/node/apni/2920204","Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967)","Apiaceae",,,"P2","Priority 2: Poorly-known species"
"Tephrosia sp. Kununurra (T. Handasyde TH00 250)","ALA_Tephrosia_sp_Kununurra_T_Handasyde_TH00_250","Tephrosia sp. Kununurra (T. Handasyde TH00 250)",,,,"P2","Priority 2: Poorly-known species"
"Ixobrychus dubius","urn:lsid:biodiversity.org.au:afd.taxon:96567379-2006-4846-aa11-fbed5306438b","Ixobrychus dubius","Ardeidae",,"Australian little bittern","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Banksia laevigata subsp. laevigata","https://id.biodiversity.org.au/node/apni/2913761","Banksia laevigata subsp. laevigata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Calytrix verruculosa","https://id.biodiversity.org.au/node/apni/2890204","Calytrix verruculosa","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Amanita kalamundae","15c8275f-a023-4250-a736-2d9177c75b64","Amanita kalamundae","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Uperoleia minima","urn:lsid:biodiversity.org.au:afd.taxon:0c279fb3-8fa1-4412-a7dc-33eadb6b3e6f","Uperoleia minima","Myobatrachidae",,"small toadlet","P1","Priority 1: Poorly-known species"
"Acacia cyclocarpa","https://id.biodiversity.org.au/node/apni/2889283","Acacia cyclocarpa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Guichenotia anota","https://id.biodiversity.org.au/node/apni/2895757","Guichenotia anota","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Isotropis canescens","https://id.biodiversity.org.au/node/apni/2887815","Isotropis canescens","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Pimelea rara","https://id.biodiversity.org.au/node/apni/2889101","Pimelea rara","Thymelaeaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Thomasia dielsii","https://id.biodiversity.org.au/node/apni/2914947","Thomasia dielsii","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Setonix brachyurus","urn:lsid:biodiversity.org.au:afd.taxon:6e0e413a-e59c-413b-9d16-3d20b1bab707","Setonix brachyurus","Macropodidae",,"quokka","VU","Vulnerable"
"Loxocarya gigas","https://id.biodiversity.org.au/node/apni/2920089","Loxocarya gigas","Restionaceae",,,"P2","Priority 2: Poorly-known species"
"Ophisternon candidum","urn:lsid:biodiversity.org.au:afd.taxon:c16fb041-45ee-4310-a4e1-3cf4d9946ae5","Ophisternon candidum","Synbranchidae",,"blind cave eel","VU","Vulnerable"
"Eucalyptus rugulata","https://id.biodiversity.org.au/node/apni/2899617","Eucalyptus rugulata","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eremophila petrophila subsp. densa","https://id.biodiversity.org.au/node/apni/2895397","Eremophila petrophila subsp. densa","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Hibbertia selkii","https://id.biodiversity.org.au/node/apni/2902118","Hibbertia selkii","Dilleniaceae",,,"P2","Priority 2: Poorly-known species"
"Conospermum quadripetalum","https://id.biodiversity.org.au/node/apni/2895621","Conospermum quadripetalum","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Thomasia formosa","https://id.biodiversity.org.au/node/apni/2903500","Thomasia x formosa","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia elegans","https://id.biodiversity.org.au/node/apni/2897552","Banksia elegans","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Schizachyrium mitchelliana","https://id.biodiversity.org.au/node/apni/2906103","Schizachyrium mitchelliana","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Lerista eupoda","urn:lsid:biodiversity.org.au:afd.taxon:10d8c93b-0dbc-4161-baaf-934552764ebf","Lerista eupoda","Scincidae",,"a skink","P1","Priority 1: Poorly-known species"
"Adenanthos ellipticus","https://id.biodiversity.org.au/node/apni/2887408","Adenanthos ellipticus","Proteaceae",,,"VU","Vulnerable"
"Conostylis drummondii","https://id.biodiversity.org.au/node/apni/2887304","Conostylis drummondii","Haemodoraceae",,,"EN","Endangered"
"Lerista haroldi","urn:lsid:biodiversity.org.au:afd.taxon:c90374f9-e571-4b7b-acb8-c4a6d02aa07d","Lerista haroldi","Scincidae",,"a skink","P1","Priority 1: Poorly-known species"
"Triodia cunninghamii","https://id.biodiversity.org.au/node/apni/2916065","Triodia cunninghamii","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea thelemanniana subsp. Cooljarloo (B.J. Keighery 28 B)","https://id.biodiversity.org.au/node/apni/9493748","Grevillea sp. Cooljarloo (B.J.Keighery 28 B)","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Carinotrachia carsoniana","urn:lsid:biodiversity.org.au:afd.taxon:f90f265e-8bed-4320-8d66-bf2881464ad2","Carinotrachia carsoniana","Camaenidae",,"a camaenid land snail","VU","Vulnerable"
"Stylidium carnosum subsp. Narrow leaves (J.A. Wege 490)","https://id.biodiversity.org.au/node/apni/2913274","Stylidium carnosum subsp. Narrow leaves (J.A.Wege 490)","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Picris drummondii","https://id.biodiversity.org.au/node/apni/2902184","Picris drummondii","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila lanata","https://id.biodiversity.org.au/node/apni/2892370","Eremophila lanata","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Neurachne annularis","https://id.biodiversity.org.au/node/apni/2902821","Neurachne annularis","Poaceae",,,"P3","Priority 3: Poorly-known species"
