"Supplied Name","guid","scientificName","family","kingdom","family2","genus","order","taxonRank","class"
"Cynoglossum nobile Hook.f.","NZOR-6-33561","Myosotidium hortensia","Boraginaceae",,"Boraginaceae","Myosotidium",,"species","Magnoliopsida"
"Luzula celata Edgar","https://id.biodiversity.org.au/name/apni/150976","Luzula celata","Juncaceae",,"Juncaceae","Luzula","Poales","species","Magnoliopsida"
"Todea africana Willd. ex Bernh.","https://id.biodiversity.org.au/node/apni/2916843","Todea barbara","Osmundaceae",,"Osmundaceae","Todea","Osmundales","species","Polypodiopsida"
"Senecio kirkii Hook.f. ex Kirk var. kirkii","NZOR-6-96174","Brachyglottis kirkii (Hook.f. ex Kirk) C.J.Webb var. kirkii","Asteraceae",,"Compositae","Brachyglottis","Asterales","variety","Magnoliopsida"
"Aira antarctica G.Forst.","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","species","Magnoliopsida"
"Hibiscus richardsonii Sweet ex Lindl.","https://id.biodiversity.org.au/node/apni/2888546","Hibiscus richardsonii","Malvaceae",,"Malvaceae","Hibiscus","Malvales","species","Magnoliopsida"
"Gymnogramma leptophylla (L.) Desv.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Carmichaelia torulosa (Kirk) Heenan","NZOR-6-58455","Carmichaelia torulosa","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Myosurus minimus subsp. novae-zelandiae (W.R.B.Oliv.) Garn.-Jones","NZOR-6-40329","Myosurus minimus subsp. novae-zelandiae","Ranunculaceae",,"Ranunculaceae","Myosurus","Ranunculales","subspecies","Magnoliopsida"
"Devauxia strigosa R.Br.","https://id.biodiversity.org.au/taxon/apni/51270485","Centrolepis strigosa","Centrolepidaceae",,"Centrolepidaceae","Centrolepis","Poales","species","Magnoliopsida"
"Pimelea mimosa C.J.Burrows","NZOR-6-69426","Pimelea mimosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Scutellaria novae-zelandiae Hook.f.","NZOR-6-53816","Scutellaria novae-zelandiae","Lamiaceae",,"Labiatae","Scutellaria","Lamiales","species","Magnoliopsida"
"Colensoa physaloides (A.Cunn.) Hook.f.","NZOR-6-41911","Lobelia physaloides","Campanulaceae",,"Campanulaceae","Colensoa","Asterales","species","Magnoliopsida"
"Angelica rosaefolia Hook.","NZOR-6-10427","Scandia rosifolia","Umbelliferae",,"Umbelliferae","Scandia","Apiales","species","Magnoliopsida"
"Lepidium tenuicaule var. minor Cheeseman","NZOR-6-65925","Lepidium tenuicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Uncinia strictissima (Kük.) Petrie","NZOR-6-80190","Carex strictissima","Cyperaceae",,"Cyperaceae","Uncinia","Poales","species","Magnoliopsida"
"Osmunda leptophylla (L.) Savigny in Lam.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Ourisia modesta Diels","NZOR-6-115105","Ourisia modesta","Plantaginaceae",,"Plantaginaceae","Ourisia","Lamiales","species","Magnoliopsida"
"Ranunculus recens Kirk var. recens","NZOR-6-68361","Ranunculus recens","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","variety","Magnoliopsida"
"Leucogenes tarahaoa Molloy","NZOR-6-11079","Leucogenes tarahaoa","Asteraceae",,"Compositae","Leucogenes","Asterales","species","Magnoliopsida"
"Coxella dieffenbachii (F.Muell.) Cheeseman & Hemsl.","NZOR-6-104538","Aciphylla dieffenbachii","Apiaceae",,"Umbelliferae","Aciphylla","Apiales","species","Magnoliopsida"
"Dichelachne procera Steud.","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Gnaphalium collinum var. obscurum Kirk","https://id.biodiversity.org.au/name/apni/237222","Euchiton ensifer","Asteraceae",,"Compositae","Euchiton","Asterales","variety","Magnoliopsida"
"Senecio kermadecensis Belcher","NZOR-6-114269","Senecio kermadecensis","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Lepidium panniforme de Lange & Heenan","NZOR-6-108635","Lepidium panniforme","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Poa triodioides (Trin.) Zotov","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Kunzea ericoides var. linearis (Kirk) W.Harris","NZOR-6-27728","Kunzea ericoides var. linearis","Myrtaceae",,"Myrtaceae","Kunzea","Myrtales","variety","Magnoliopsida"
"Ischnocarpus exilis Heenan","NZOR-6-64335","Pachycladon exile","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Myosurus novae-zelandiae W.R.B.Oliv.","NZOR-6-40329","Myosurus minimus subsp. novae-zelandiae","Ranunculaceae",,"Ranunculaceae","Myosurus","Ranunculales","species","Magnoliopsida"
"Scirpus spiralis (A.Rich.) Druce","https://id.biodiversity.org.au/node/apni/2889472","Fimbristylis spiralis","Cyperaceae",,"Cyperaceae","Ficinia","Poales","species","Magnoliopsida"
"Hebe pareora Garn.-Jones & Molloy","NZOR-6-38632","Veronica pareora","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Carmichaelia juncea Hook.f. var. juncea","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Coprosma talbrockiei L.B.Moore & R.Mason","NZOR-6-40014","Coprosma talbrockiei","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Myosotis pygmaea var. imbricata Cockayne","NZOR-6-127604","Myosotis pygmaea var. minutiflora","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Corallospartium racemosum (Kirk) Cockayne & Allan","NZOR-6-37641","Carmichaelia crassicaulis subsp. racemosa","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Carmichaelia lacustris G.Simpson","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Euphorbia glauca G.Forst.","https://id.biodiversity.org.au/node/apni/2887597","Euphorbia norfolkiana","Euphorbiaceae",,"Euphorbiaceae","Euphorbia","Malpighiales","species","Magnoliopsida"
"Erechtites hispidula Hook.f.","https://id.biodiversity.org.au/node/apni/2896508","Senecio hispidulus","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Geranium dissectum var. australe Benth.","https://id.biodiversity.org.au/node/apni/7387418","Geranium potentilloides","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","variety","Magnoliopsida"
"Asplenium trichomanes subsp. quadrivalens D.E.Mey.","https://id.biodiversity.org.au/node/apni/2896373","Asplenium trichomanes","Aspleniaceae",,"Aspleniaceae","Asplenium","Polypodiales","subspecies","Polypodiopsida"
"Carmichaelia diffusa Petrie","NZOR-6-11937","Carmichaelia curta","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Elytranthe ralphii (Tiegh.) Engl.","NZOR-6-50555","Trilepidea adamsii","Loranthaceae",,"Loranthaceae","Trilepidea","Santalales","species","Magnoliopsida"
"Carmichaelia nigrans var. tenuis G.Simpson","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Scirpus fluitans var. curvula (Nees) C.B.Clarke","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","variety","Magnoliopsida"
"Olearia traversiorum (F.Muell.) Hook.f.","NZOR-6-40571","Olearia traversiorum","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Pittosporum turneri Petrie","NZOR-6-8188","Pittosporum turneri","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Achras costata A.Cunn.","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Scirpus fluitans var. fascicularis (Nees) Boeckeler","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","variety","Magnoliopsida"
"Carmichaelia kirkii Hook.f. var. kirkii","NZOR-6-17937","Carmichaelia kirkii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Carex secta var. tenuiculmis Petrie","NZOR-6-11913","Carex tenuiculmis","Cyperaceae",,"Cyperaceae","Carex","Poales","variety","Magnoliopsida"
"Huttonella prona (Kirk) Kirk","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Peraxilla colensoi (Hook.f.) Tiegh.","NZOR-6-48198","Peraxilla colensoi","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Myosotis traversii var. cinerascens (Petrie) L.B.Moore","NZOR-6-16045","Myosotis traversii var. cinerascens","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Isolepis lenticularis R.Br.","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Brachyglottis cockaynei (G.Simpson & J.S.Thomson) B.Nord.","NZOR-6-1492","Brachyglottis cockaynei","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Juncus gunnii Hook.f.","https://id.biodiversity.org.au/node/apni/2887979","Juncus pauciflorus","Juncaceae",,"Juncaceae","Juncus","Poales","species","Magnoliopsida"
"Urostemon kirkii (Kirk) B.Nord. var. kirkii","NZOR-6-96174","Brachyglottis kirkii (Hook.f. ex Kirk) C.J.Webb var. kirkii","Asteraceae",,"Compositae","Brachyglottis","Asterales","variety","Magnoliopsida"
"Lobelia carens Heenan","NZOR-6-128735","Lobelia carens","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
"Rapanea coxii (Cockayne) W.R.B.Oliver","NZOR-6-36252","Myrsine coxii","Primulaceae",,"Primulaceae","Myrsine","Ericales","species","Magnoliopsida"
"Nephrolepis flexuosa Colenso","https://id.biodiversity.org.au/node/apni/2890802","Nephrolepis flexuosa","Lomariopsidaceae",,"Lomariopsidaceae","Nephrolepis","Polypodiales","species","Polypodiopsida"
"Gingidium rosaefolium (Hook.) J.W.Dawson","NZOR-6-10427","Scandia rosifolia","Umbelliferae",,"Umbelliferae","Scandia","Apiales","species","Magnoliopsida"
"Tupeia pubigera Miq.","https://id.biodiversity.org.au/name/apni/147610","Tupeia antarctica","Loranthaceae",,"Loranthaceae","Tupeia","Santalales","species","Magnoliopsida"
"Oryzopsis rigida (Steud.) Zotov","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Aciphylla subflabellata W.R.B.Oliv.","NZOR-6-133155","Aciphylla subflabellata","Apiaceae",,"Umbelliferae","Aciphylla","Apiales","species","Magnoliopsida"
"Planchonella novo-zelandica (F.Muell.) Allan","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Ranunculus acraeus Heenan & P.J.Lockh.","NZOR-6-4641","Ranunculus acraeus","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Lepidosperma neozelandicum (Kük.) R.L.Barrett & K.L.Wilson","https://id.biodiversity.org.au/name/apni/240377","Lepidosperma neozelandicum","Cyperaceae",,"Cyperaceae","Lepidosperma","Poales","species","Magnoliopsida"
"Davallia tasmanii subsp. cristata von Konrat, Braggins & de Lange","NZOR-6-96483","Davallia tasmanii subsp. cristata","Davalliaceae",,"Davalliaceae","Davallia","Polypodiales","subspecies","Polypodiopsida"
"Tupeia cunninghamii Miq.","https://id.biodiversity.org.au/name/apni/147610","Tupeia antarctica","Loranthaceae",,"Loranthaceae","Tupeia","Santalales","species","Magnoliopsida"
"Olearia chathamica var. dendyi Cockayne","NZOR-6-50836","Olearia chathamica","Asteraceae",,"Compositae","Olearia","Asterales","variety","Magnoliopsida"
"Aspidium unitum var. glabrum Mett.","ALA_Aspidium_unitum_var_glabrum_Mett","Aspidium unitum var. glabrum Mett.",,,"Thelypteridaceae","Cyclosorus","Polypodiales","variety","Polypodiopsida"
"Simplicia laxa var. buchananii Zotov","NZOR-6-117430","Simplicia buchananii","Poaceae",,"Gramineae","Simplicia","Poales","variety","Magnoliopsida"
"Trisetum antarcticum (G.Forst.) Trin. subsp. antarcticum","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","subspecies","Magnoliopsida"
"Carmichaelia stevensonii (Cheeseman) Heenan","NZOR-6-64644","Carmichaelia stevensonii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Brachyglottis sciadophila (Raoul) B.Nord.","NZOR-6-30926","Brachyglottis sciadophila","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Utricularia protrusa Hook.f.","https://id.biodiversity.org.au/node/apni/2906724","Utricularia australis","Lentibulariaceae",,"Lentibulariaceae","Utricularia","Lamiales","species","Magnoliopsida"
"Carmichaelia astonii G.Simpson","NZOR-6-26584","Carmichaelia astonii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Myosotis saxosa Hook.f.","NZOR-6-33448","Myosotis saxosa","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Libertia cranwelliae Blanchon, B.G.Murray & Braggins","NZOR-6-44382","Libertia cranwelliae","Iridaceae",,"Iridaceae","Libertia","Asparagales","species","Magnoliopsida"
"Carmichaelia nigrans G.Simpson","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Swainsona novae-zelandiae Hook.f.","https://id.biodiversity.org.au/name/apni/126405","Swainsona novae-zelandiae","Fabaceae",,"Leguminosae","Montigena","Fabales","species","Magnoliopsida"
"Tmesipteris horomaka Perrie, Brownsey & Lovis","NZOR-6-133710","Tmesipteris horomaka","Psilotaceae",,"Psilotaceae","Tmesipteris","Psilotales","species","Psilotopsida"
"Astelia chathamica (Skottsb.) L.B.Moore","NZOR-6-3163","Astelia chathamica","Asteliaceae",,"Asteliaceae","Astelia","Asparagales","species","Magnoliopsida"
"Nephrolepis cordifolia var. lauterbachii Christ","https://id.biodiversity.org.au/node/apni/2890802","Nephrolepis flexuosa","Lomariopsidaceae",,"Lomariopsidaceae","Nephrolepis","Polypodiales","variety","Polypodiopsida"
"Myosotis pygmaea var. minutiflora G.Simpson & J.S.Thomson","NZOR-6-127604","Myosotis pygmaea var. minutiflora","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Pimelea aridula subsp. oliga C.J.Burrows","NZOR-6-74827","Pimelea aridula subsp. oliga","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","subspecies","Magnoliopsida"
"Heimerliodendron brunonianum (Endl.) Skottsb.","https://id.biodiversity.org.au/node/apni/2901305","Pisonia brunoniana","Nyctaginaceae",,"Nyctaginaceae","Pisonia","Caryophyllales","species","Magnoliopsida"
"Cyperus insularis Heenan & de Lange","NZOR-6-72396","Cyperus insularis","Cyperaceae",,"Cyperaceae","Cyperus","Poales","species","Magnoliopsida"
"Angelica dieffenbachii (F.Muell.) Benth. & Hook.f.","NZOR-6-104538","Aciphylla dieffenbachii","Apiaceae",,"Umbelliferae","Aciphylla","Apiales","species","Magnoliopsida"
"Pimelea villosa Sol. ex Sm.","NZOR-6-90942","Pimelea villosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Eleocharis neozelandica C.B.Clarke ex Kirk","NZOR-6-21811","Eleocharis neozelandica","Cyperaceae",,"Cyperaceae","Eleocharis","Poales","species","Magnoliopsida"
"Isolepis basilaris Hook.f.","NZOR-6-65463","Isolepis basilaris","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Gastrodia hectorii Buchanan","NZOR-6-22555","Prasophyllum hectorii","Orchidaceae",,"Orchidaceae","Prasophyllum","Asparagales","species","Magnoliopsida"
"Pteris falcata R.Br.","https://id.biodiversity.org.au/node/apni/2915450","Pellaea falcata","Pteridaceae",,"Pteridaceae","Pellaea","Polypodiales","species","Polypodiopsida"
"Rorippa stylosa (DC.) Allan","https://id.biodiversity.org.au/node/apni/2920330","Rorippa gigantea","Brassicaceae",,"Cruciferae","Rorippa","Brassicales","species","Magnoliopsida"
"Deschampsia penicillata Kirk","https://id.biodiversity.org.au/name/apni/209166","Deschampsia penicillata","Poaceae",,"Gramineae","Deschampsia","Poales","species","Magnoliopsida"
"Lepidium oleraceum var. serrulatum Thell.","NZOR-6-119392","Lepidium oleraceum var. serrulatum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Myosotis hortensia Decne.","NZOR-6-33561","Myosotidium hortensia","Boraginaceae",,"Boraginaceae","Myosotidium",,"species","Magnoliopsida"
"Carmichaelia prona Kirk","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Thelypteris interrupta (Willd.) K.Iwats.","https://id.biodiversity.org.au/node/apni/2906665","Cyclosorus interruptus","Thelypteridaceae",,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Sideroxylon costatum (Endl.) F.Muell.","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Nephrodium propinquum R.Br.","https://id.biodiversity.org.au/node/apni/2906665","Cyclosorus interruptus","Thelypteridaceae",,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Trisetum antarcticum (G.Forst.) Trin. var. antarcticum","https://id.biodiversity.org.au/node/apni/2918558","Trisetum spicatum subsp. australiense","Poaceae",,"Gramineae","Trisetum","Poales","variety","Magnoliopsida"
"Oreomyrrhis basicola Heenan & Molloy","NZOR-6-26015","Chaerophyllum basicola","Apiaceae",,"Umbelliferae","Chaerophyllum","Apiales","species","Magnoliopsida"
"Dichelachne crinita var. intermedia Hack. ex Cheeseman","https://id.biodiversity.org.au/name/apni/236430","Dichelachne crinita var. intermedia","Poaceae",,"Gramineae","Dichelachne","Poales","variety","Magnoliopsida"
"Carmichaelia curta Petrie","NZOR-6-11937","Carmichaelia curta","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Lepidium tenuicaule Kirk","NZOR-6-65925","Lepidium tenuicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Carmichaelia williamsii Kirk","NZOR-6-9275","Carmichaelia williamsii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Pimelea xenica C.J.Burrows","NZOR-6-31785","Pimelea xenica","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Pimelea virgata Vahl","NZOR-6-21866","Pimelea tomentosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Myosotis petiolata Hook.f. var. petiolata","NZOR-6-17500","Myosotis petiolata var. petiolata","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Carmichaelia gracilis J.B.Armstr.","NZOR-6-17937","Carmichaelia kirkii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Notospartium carmichaeliae Hook.f.","NZOR-6-25228","Carmichaelia carmichaeliae","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Carmichaelia vexillata Heenan","NZOR-6-56011","Carmichaelia vexillata","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Adiantum formosum R.Br.","https://id.biodiversity.org.au/node/apni/2905978","Adiantum formosum","Pteridaceae",,"Pteridaceae","Adiantum","Polypodiales","species","Polypodiopsida"
"Lepidium tenuicaule Kirk var. tenuicaule","NZOR-6-65925","Lepidium tenuicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Heliohebe lavaudiana (Raoul) Garn.-Jones","https://id.biodiversity.org.au/name/apni/162367","Heliohebe lavaudiana","Plantaginaceae",,"Scrophulariaceae","Heliohebe","Lamiales","species","Magnoliopsida"
"Brachyscome lineata Kirk","NZOR-6-20925","Brachyscome linearis","Asteraceae",,"Compositae","Brachyscome","Asterales","species","Magnoliopsida"
"Chenopodium pusillum Hook.f.","https://id.biodiversity.org.au/name/apni/64462","Chenopodium pusillum","Chenopodiaceae",,"Amaranthaceae","Dysphania","Caryophyllales","species","Magnoliopsida"
"Senecio scaberulus (Hook.f.) D.G.Drury","NZOR-6-103686","Senecio scaberulus","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Coprosma wallii Petrie in Cheeseman","NZOR-6-43328","Coprosma wallii","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Carmichaelia carmichaeliae (Hook.f.) Heenan","NZOR-6-25228","Carmichaelia carmichaeliae","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Olearia virgata var. ? Hook.f.","ALA_Olearia_virgata_var_Hook_f","Olearia virgata var. ? Hook.f.","Asteraceae",,"Compositae","Olearia","Asterales","variety","Magnoliopsida"
"Connorochloa tenuis (Buchanan) Barkworth, S.W.L.Jacobs & H.Q.Zhang","NZOR-6-91803","Connorochloa tenuis","Poaceae",,"Gramineae","Connorochloa","Poales","species","Magnoliopsida"
"Eurybia traversii F.Muell.","NZOR-6-40571","Olearia traversiorum","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Coprosma obconica Kirk subsp. obconica","NZOR-6-42800","Coprosma obconica","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","subspecies","Magnoliopsida"
"Erechtites scaberula Hook.f.","NZOR-6-103686","Senecio scaberulus","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Carex uncifolia Cheeseman","NZOR-6-42245","Carex uncifolia","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Anguillaria novae-zelandiae Kirk","NZOR-6-103065","Wurmbea novae-zelandiae","Colchicaceae",,"Colchicaceae","Iphigenia","Liliales","species","Magnoliopsida"
"Ophioglossum elongatum R.Cunn. ex A.Cunn.","https://id.biodiversity.org.au/node/apni/2888811","Ophioglossum reticulatum","Ophioglossaceae",,"Ophioglossaceae","Ophioglossum","Ophioglossales","species","Psilotopsida"
"Sersalisia costata (Endl.) Domin","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Carex littoralis sensu Petrie","NZOR-6-17098","Carex litorosa","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Mazus novaezeelandiae W.R.Barker subsp. novaezeelandiae","NZOR-6-26175","Mazus novaezeelandiae subsp. novaezeelandiae","Phrymaceae",,"Phrymaceae","Mazus","Lamiales","subspecies","Magnoliopsida"
"Myosotis pygmaea Colenso","NZOR-6-59964","Myosotis pygmaea","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Gleichenia flabellata var. tenera (R.Br.) Hook.f.","https://id.biodiversity.org.au/node/apni/2896351","Sticherus tener","Gleicheniaceae",,"Gleicheniaceae","Sticherus","Gleicheniales","variety","Polypodiopsida"
"Pittosporum ellipticum subsp. serpentinum de Lange","NZOR-6-62183","Pittosporum serpentinum","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","subspecies","Magnoliopsida"
"Hypericum pauciflorum subsp. involutum (Labill.) C.Rodr.-Jim.","https://id.biodiversity.org.au/node/apni/2888539","Hypericum gramineum","Hypericaceae",,"Hypericaceae","Hypericum","Malpighiales","subspecies","Magnoliopsida"
"Myosotis cinerascens Petrie","NZOR-6-16045","Myosotis traversii var. cinerascens","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Cotula dispersa subsp. rupestris D.G.Lloyd","NZOR-6-77313","Leptinella dispersa subsp. rupestris","Asteraceae",,"Compositae","Leptinella","Asterales","subspecies","Magnoliopsida"
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.","https://id.biodiversity.org.au/node/apni/2901796","Daucus glochidiatus","Apiaceae",,"Umbelliferae","Daucus","Apiales","species","Magnoliopsida"
"Carmichaelia juncea Hook.f.","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Ligusticum acutifolium Kirk","NZOR-6-93269","Anisotome acutifolia","Apiaceae",,"Umbelliferae","Anisotome","Apiales","species","Magnoliopsida"
"Lepidium kawarau var. dubium Kirk","NZOR-6-81408","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Nasturtium sisymbrioides (Hook.f.) Kuntze","NZOR-6-81408","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Carmichaelia enysii Kirk","NZOR-6-75","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Dracophyllum densum W.R.B.Oliv.","NZOR-6-136244","Dracophyllum densum","Ericaceae",,"Ericaceae","Dracophyllum","Ericales","species","Magnoliopsida"
"Grammitis leptophylla (L.) Sw.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Drosera pygmaea DC.","https://id.biodiversity.org.au/node/apni/2916113","Drosera pygmaea","Droseraceae",,"Droseraceae","Drosera","Caryophyllales","species","Magnoliopsida"
"Festuca littoralis Labill.","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Uncinia rubra var. rigida (Petrie) Cheeseman","NZOR-6-80190","Carex strictissima","Cyperaceae",,"Cyperaceae","Uncinia","Poales","variety","Magnoliopsida"
"Botrychium lunaria (L.) Sw.","https://id.biodiversity.org.au/node/apni/2907253","Botrychium lunaria","Ophioglossaceae",,"Ophioglossaceae","Botrychium","Ophioglossales","species","Psilotopsida"
"Eleocharis fluitans (L.) Hook.","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Coprosma acerosa A.Cunn.","NZOR-6-123261","Coprosma acerosa","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Danthonia raoulii var. teretifolia Petrie","NZOR-6-7685","Chionochloa juncea","Poaceae",,"Gramineae","Chionochloa","Poales","variety","Magnoliopsida"
"Austrofestuca littoralis (Labill.) E.B.Alexeev","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
